edades	gender	name_drug	pat_inter	pat_coad	patient	pat_tot
00-04	Male	Atorvastatin	0	0	0	0
05-09	Male	Atorvastatin	0.0100532823967025	0.0100532823967025	0.020106564793405	2
10-14	Male	Atorvastatin	0	0	0	0
15-19	Male	Atorvastatin	0	0.083600390135154	0.13933398355859	10
20-24	Male	Atorvastatin	0.0292868648411188	0.292868648411188	0.424659540196222	29
25-29	Male	Atorvastatin	0.025442055718102	0.648772420811602	0.979519145146928	77
30-34	Male	Atorvastatin	0.196129707112971	1.7520920502092	2.39278242677824	183
35-39	Male	Atorvastatin	0.559832050384884	4.53463960811756	5.71028691392582	408
40-44	Male	Atorvastatin	0.948710346872221	9.04239549362585	11.2066409724281	756
45-49	Male	Atorvastatin	1.35004821600771	13.5418101666896	16.6276346604215	1207
50-54	Male	Atorvastatin	2.17310319135726	18.564510120452	22.1283993542779	1782
55-59	Male	Atorvastatin	2.81976088427701	22.7498308143469	27.0584254455222	2399
60-64	Male	Atorvastatin	3.49871998049494	26.6853590149945	31.8420090210898	2612
65-69	Male	Atorvastatin	3.72708145476405	29.7565374211001	34.3402464682897	2285
70-74	Male	Atorvastatin	3.65384615384615	29.8504273504273	35.491452991453	1661
75-79	Male	Atorvastatin	4.16536172878171	31.1305981835265	35.3272784215471	1128
80-84	Male	Atorvastatin	4.06141654284299	30.8073303615651	35.1659237246161	710
85-89	Male	Atorvastatin	4.20711974110032	28.8834951456311	32.6860841423948	404
>90	Male	Atorvastatin	3.25732899022801	25.2442996742671	27.5244299674267	169
