edades	gender	name_drug	pat_inter	pat_coad	patient	pat_tot
00-04	Male	Spironolactone	0.0539018985446487	0.155716595795652	0.155716595795652	26
05-09	Male	Spironolactone	0.0301598471901076	0.0301598471901076	0.0301598471901076	3
10-14	Male	Spironolactone	0.0350836159513507	0.0350836159513507	0.0350836159513507	3
15-19	Male	Spironolactone	0.027866796711718	0.13933398355859	0.181134178626167	13
20-24	Male	Spironolactone	0.0585737296822375	0.161077756626153	0.175721189046713	12
25-29	Male	Spironolactone	0.139931306449561	0.343467752194377	0.394351863630581	31
30-34	Male	Spironolactone	0.130753138075314	0.366108786610879	0.37918410041841	29
35-39	Male	Spironolactone	0.321903428971309	0.755773268019594	0.783764870538838	56
40-44	Male	Spironolactone	0.756003557663801	1.39341832196857	1.52683071449748	103
45-49	Male	Spironolactone	0.730128116820499	1.63934426229508	1.7357762777242	126
50-54	Male	Spironolactone	0.981000869241277	2.07376133118093	2.16068545883522	174
55-59	Male	Spironolactone	1.10534626663659	2.27836679449583	2.47011053462666	219
60-64	Male	Spironolactone	1.30440082896501	2.91356820675363	3.14519078385956	258
65-69	Male	Spironolactone	1.45776976254884	3.15599639314698	3.42651036970243	228
70-74	Male	Spironolactone	1.41025641025641	3.16239316239316	3.37606837606838	158
75-79	Male	Spironolactone	1.47196993423113	3.44503601628562	4.00876918258691	128
80-84	Male	Spironolactone	1.73353145121347	3.81376919266964	4.25953442298167	86
85-89	Male	Spironolactone	1.45631067961165	3.64077669902913	4.36893203883495	54
>90	Male	Spironolactone	1.30293159609121	2.44299674267101	2.76872964169381	17
