edades	gender	name_drug	pat_inter	pat_coad	patient	pat_tot
00-04	Female	Vitamin D	0	0	0.10866612333605	16
05-09	Female	Vitamin D	0	0.0222345747637576	0.0444691495275153	4
10-14	Female	Vitamin D	0	0.147221199852779	0.147221199852779	12
15-19	Female	Vitamin D	0	0.528541226215645	0.528541226215645	55
20-24	Female	Vitamin D	0	0.398646107559233	0.406167732230162	54
25-29	Female	Vitamin D	0	0.584074242325913	0.590563956129535	91
30-34	Female	Vitamin D	0	0.876095118898623	0.883457262754914	120
35-39	Female	Vitamin D	0	1.12235354136553	1.12235354136553	132
40-44	Female	Vitamin D	0	1.38065043976273	1.39087748005727	136
45-49	Female	Vitamin D	0	1.40405616224649	1.40405616224649	144
50-54	Female	Vitamin D	0	2.41942931018561	2.42866377320159	263
55-59	Female	Vitamin D	0	3.50769769069279	3.50769769069279	401
60-64	Female	Vitamin D	0	4.86766611141958	4.88617434758468	528
65-69	Female	Vitamin D	0	6.19399641577061	6.20519713261649	554
70-74	Female	Vitamin D	0	7.27416798732171	7.27416798732171	459
75-79	Female	Vitamin D	0	8.39576906126047	8.41780520052887	382
80-84	Female	Vitamin D	0	8.11952912767884	8.11952912767884	269
85-89	Female	Vitamin D	0	11.1504424778761	11.1946902654867	253
>90	Female	Vitamin D	0	12.533692722372	12.6684636118598	188
