edades	gender	name_drug	pat_inter	pat_coad	patient	pat_tot
00-04	Male	Estradiol	0	0	0	0
05-09	Male	Estradiol	0	0	0	0
10-14	Male	Estradiol	0	0	0	0
15-19	Male	Estradiol	0	0.027866796711718	0.083600390135154	6
20-24	Male	Estradiol	0	0.0878605945233563	0.117147459364475	8
25-29	Male	Estradiol	0	0.12721027859051	0.12721027859051	10
30-34	Male	Estradiol	0	0.0653765690376569	0.0784518828451883	6
35-39	Male	Estradiol	0	0.0279916025192442	0.0559832050384885	4
40-44	Male	Estradiol	0	0.0741179958493922	0.0889415950192707	6
45-49	Male	Estradiol	0.0137760022041604	0.0826560132249621	0.0964320154291225	7
50-54	Male	Estradiol	0	0.024835465044083	0.024835465044083	2
55-59	Male	Estradiol	0	0.0338371306113242	0.0338371306113242	3
60-64	Male	Estradiol	0	0.0243813239058881	0.0243813239058881	2
65-69	Male	Estradiol	0	0	0	0
70-74	Male	Estradiol	0	0	0	0
75-79	Male	Estradiol	0	0.0313185092389602	0.0313185092389602	1
80-84	Male	Estradiol	0	0	0	0
85-89	Male	Estradiol	0	0	0	0
>90	Male	Estradiol	0	0	0	0
