edades	gender	name_drug	pat_inter	pat_coad	patient	pat_tot
00-04	Male	Succinylcholine	0.0898364975744146	1.17985266814398	1.19183086782057	199
05-09	Male	Succinylcholine	0.261385342314266	1.10586106363728	1.11591434603398	111
10-14	Male	Succinylcholine	0.573032393872062	1.83604256812069	1.83604256812069	157
15-19	Male	Succinylcholine	0.334401560540616	2.11787655009057	2.11787655009057	152
20-24	Male	Succinylcholine	0.4685898374579	2.70903499780349	2.70903499780349	185
25-29	Male	Succinylcholine	0.737819615824959	2.5442055718102	2.5442055718102	200
30-34	Male	Succinylcholine	0.6668410041841	2.92887029288703	2.92887029288703	224
35-39	Male	Succinylcholine	0.615815255423373	3.24702589223233	3.26102169349195	233
40-44	Male	Succinylcholine	0.919063148532464	4.32849095760451	4.34331455677439	293
45-49	Male	Succinylcholine	0.964320154291225	4.5874087339854	4.60118473618956	334
50-54	Male	Succinylcholine	1.27902644977027	5.01676393890476	5.091270334037	410
55-59	Male	Succinylcholine	1.22941574554478	5.36882472366343	5.39138281073765	478
60-64	Male	Succinylcholine	1.45068877240034	5.7296111178837	5.74180177983664	471
65-69	Male	Succinylcholine	1.36759843703036	5.10970844604749	5.21490832581906	347
70-74	Male	Succinylcholine	1.26068376068376	5.17094017094017	5.19230769230769	243
75-79	Male	Succinylcholine	0.845599749451926	5.79392420920764	5.8252427184466	186
80-84	Male	Succinylcholine	1.1887072808321	5.20059435364042	5.20059435364042	105
85-89	Male	Succinylcholine	1.53721682847896	5.17799352750809	5.17799352750809	64
>90	Male	Succinylcholine	0.488599348534202	2.93159609120521	2.93159609120521	18
