edades	gender	name_drug	pat_inter	pat_coad	patient	pat_tot
00-04	Male	Biotin	0	0.0059890998382943	0.0119781996765886	2
05-09	Male	Biotin	0	0	0.020106564793405	2
10-14	Male	Biotin	0	0	0	0
15-19	Male	Biotin	0	0.027866796711718	0.027866796711718	2
20-24	Male	Biotin	0	0.0439302972616781	0.0732171621027969	5
25-29	Male	Biotin	0	0.0636051392952551	0.101768222872408	8
30-34	Male	Biotin	0	0.0523012552301255	0.0653765690376569	5
35-39	Male	Biotin	0	0.0699790062981106	0.0839748075577327	6
40-44	Male	Biotin	0	0.0296471983397569	0.0296471983397569	2
45-49	Male	Biotin	0	0.0551040088166414	0.0551040088166414	4
50-54	Male	Biotin	0	0.0372531975661244	0.0496709300881659	4
55-59	Male	Biotin	0	0.0676742612226483	0.124069478908189	11
60-64	Male	Biotin	0	0.134097281482384	0.146287943435329	12
65-69	Male	Biotin	0	0.135256988277728	0.18034265103697	12
70-74	Male	Biotin	0	0.32051282051282	0.363247863247863	17
75-79	Male	Biotin	0	0.281866583150642	0.344503601628562	11
80-84	Male	Biotin	0	0.247647350173353	0.297176820208024	6
85-89	Male	Biotin	0	0.242718446601942	0.242718446601942	3
>90	Male	Biotin	0	0.325732899022801	0.325732899022801	2
