edades	gender	name_drug	pat_inter	pat_coad	patient	pat_tot
00-04	Male	Ergocalciferol	0	0.137749296280769	0.407258789004013	68
05-09	Male	Ergocalciferol	0	0.0502664119835126	0.0703729767769177	7
10-14	Male	Ergocalciferol	0	0.198807157057654	0.292363466261256	25
15-19	Male	Ergocalciferol	0	0.654869722725373	0.738470112860527	53
20-24	Male	Ergocalciferol	0	0.600380729242935	0.732171621027969	50
25-29	Male	Ergocalciferol	0	0.814145782979265	1.04312428444218	82
30-34	Male	Ergocalciferol	0	0.84989539748954	1.04602510460251	80
35-39	Male	Ergocalciferol	0	1.04968509447166	1.31560531840448	94
40-44	Male	Ergocalciferol	0	1.09694633857101	1.28965312777942	87
45-49	Male	Ergocalciferol	0	1.460256233641	1.74955227992836	127
50-54	Male	Ergocalciferol	0	1.5273811002111	1.75090028560785	141
55-59	Male	Ergocalciferol	0	1.75953079178886	2.01894879314234	179
60-64	Male	Ergocalciferol	0	2.01145922223577	2.26746312324759	186
65-69	Male	Ergocalciferol	0	2.31439735497445	2.79531109107304	186
70-74	Male	Ergocalciferol	0	2.82051282051282	3.07692307692308	144
75-79	Male	Ergocalciferol	0	2.47416222987786	2.78734732226746	89
80-84	Male	Ergocalciferol	0	3.81376919266964	4.210004952947	85
85-89	Male	Ergocalciferol	0	3.4789644012945	3.64077669902913	45
>90	Male	Ergocalciferol	0	2.76872964169381	2.76872964169381	17
