edades	gender	name_drug	pat_inter	pat_coad	patient	pat_tot
00-04	Female	Plantago seed	0	0	0	0
05-09	Female	Plantago seed	0	0.0111172873818788	0.0111172873818788	1
10-14	Female	Plantago seed	0	0.0245368666421298	0.0368052999631947	3
15-19	Female	Plantago seed	0	0.0576590428598885	0.0672688833365366	7
20-24	Female	Plantago seed	0	0.0300864986837157	0.0376081233546446	5
25-29	Female	Plantago seed	0	0.0194691414108638	0.0454279966253488	7
30-34	Female	Plantago seed	0	0.0736214385629095	0.0957078701317824	13
35-39	Female	Plantago seed	0	0.170053566873565	0.1955616019046	23
40-44	Female	Plantago seed	0	0.0920433626508489	0.102270402945388	10
45-49	Female	Plantago seed	0	0.185257410296412	0.214508580343214	22
50-54	Female	Plantago seed	0	0.073875704127805	0.138516945239634	15
55-59	Female	Plantago seed	0	0.218684394681596	0.323652904128761	37
60-64	Female	Plantago seed	0	0.231352952063668	0.296131778641495	32
65-69	Female	Plantago seed	0	0.280017921146953	0.336021505376344	30
70-74	Female	Plantago seed	0	0.332805071315372	0.443740095087163	28
75-79	Female	Plantago seed	0	0.639048038783605	0.705156456588806	32
80-84	Female	Plantago seed	0	0.422577724117114	0.452761847268337	15
85-89	Female	Plantago seed	0	0.79646017699115	0.929203539823009	21
>90	Female	Plantago seed	0	0.741239892183288	0.876010781671159	13
