edades	gender	name_drug	pat_inter	pat_coad	patient	pat_tot
00-04	Male	Vitamin A	0	13.9509536784741	13.9509536784741	768
05-09	Male	Vitamin A	0	0.807149034303834	0.807149034303834	28
10-14	Male	Vitamin A	0	0.546448087431694	0.546448087431694	17
15-19	Male	Vitamin A	0	0.102327961115375	0.102327961115375	4
20-24	Male	Vitamin A	0	0.0452284034373587	0.0452284034373587	2
25-29	Male	Vitamin A	0	0.0479961603071754	0.0479961603071754	2
30-34	Male	Vitamin A	0	0.0758725341426404	0.0758725341426404	3
35-39	Male	Vitamin A	0	0.191833379007947	0.191833379007947	7
40-44	Male	Vitamin A	0	0.229416263063982	0.229416263063982	9
45-49	Male	Vitamin A	0	0.246858168761221	0.246858168761221	11
50-54	Male	Vitamin A	0	0.221141088014153	0.221141088014153	10
55-59	Male	Vitamin A	0	0.197335964479526	0.197335964479526	8
60-64	Male	Vitamin A	0	0.435729847494553	0.435729847494553	16
65-69	Male	Vitamin A	0	0.687907313540912	0.687907313540912	19
70-74	Male	Vitamin A	0	0.628601361969618	0.628601361969618	12
75-79	Male	Vitamin A	0	0.854700854700855	0.854700854700855	12
80-84	Male	Vitamin A	0	1.50478796169631	1.50478796169631	11
85-89	Male	Vitamin A	0	0.819672131147541	0.819672131147541	3
>90	Male	Vitamin A	0	2.0979020979021	2.0979020979021	3
