edades	gender	name_drug	pat_inter	pat_coad	patient	pat_tot
00-04	Female	Cyanocobalamin	0	0	0	0
05-09	Female	Cyanocobalamin	0	0	0.0222345747637576	2
10-14	Female	Cyanocobalamin	0	0.0490737332842596	0.0613421666053245	5
15-19	Female	Cyanocobalamin	0	0.336344416682683	0.461272342879108	48
20-24	Female	Cyanocobalamin	0	0.69951109439639	0.970289582549831	129
25-29	Female	Cyanocobalamin	0	0.986436498150432	1.23953533649166	191
30-34	Female	Cyanocobalamin	0	1.33254803798866	1.61230950452772	219
35-39	Female	Cyanocobalamin	0	2.29572315279313	2.67834367825865	315
40-44	Female	Cyanocobalamin	0	3.02720392718347	3.57946410308857	350
45-49	Female	Cyanocobalamin	0	3.35413416536661	3.97815912636505	408
50-54	Female	Cyanocobalamin	0	3.94311570782159	4.73727952719549	513
55-59	Female	Cyanocobalamin	0	3.99755073477957	4.75857242827152	544
60-64	Female	Cyanocobalamin	0	4.55302609661299	5.33962613362946	577
65-69	Female	Cyanocobalamin	0	5.76836917562724	6.82123655913978	609
70-74	Female	Cyanocobalamin	0	6.52931854199683	7.43264659270998	469
75-79	Female	Cyanocobalamin	0	7.95504627589246	9.01278096077567	409
80-84	Female	Cyanocobalamin	0	8.84394808330818	10.0211288862059	332
85-89	Female	Cyanocobalamin	0	10.8849557522124	12.3893805309735	280
>90	Female	Cyanocobalamin	0	11.2533692722372	12.0619946091644	179
