edades	gender	name_drug	pat_inter	pat_coad	patient	pat_tot
00-04	Male	Vitamin D	0	0.0059890998382943	0.059890998382943	10
05-09	Male	Vitamin D	0	0.020106564793405	0.020106564793405	2
10-14	Male	Vitamin D	0	0.0350836159513507	0.0350836159513507	3
15-19	Male	Vitamin D	0	0.529469137522642	0.543402535878501	39
20-24	Male	Vitamin D	0	0.424659540196222	0.424659540196222	29
25-29	Male	Vitamin D	0	0.610609337234449	0.610609337234449	48
30-34	Male	Vitamin D	0	0.509937238493724	0.509937238493724	39
35-39	Male	Vitamin D	0	0.909727081875437	0.909727081875437	65
40-44	Male	Vitamin D	0	0.919063148532464	0.919063148532464	62
45-49	Male	Vitamin D	0	0.743904119024659	0.743904119024659	54
50-54	Male	Vitamin D	0	1.14243139202782	1.14243139202782	92
55-59	Male	Vitamin D	0	1.29709000676743	1.30836905030453	116
60-64	Male	Vitamin D	0	1.68231134950628	1.68231134950628	138
65-69	Male	Vitamin D	0	2.07394048692516	2.08896904117824	139
70-74	Male	Vitamin D	0	2.52136752136752	2.52136752136752	118
75-79	Male	Vitamin D	0	3.2258064516129	3.2258064516129	103
80-84	Male	Vitamin D	0	4.210004952947	4.35859336305101	88
85-89	Male	Vitamin D	0	5.42071197411003	5.42071197411003	67
>90	Male	Vitamin D	0	5.70032573289902	5.70032573289902	35
