edades	gender	name_drug	pat_inter	pat_coad	patient	pat_tot
00-04	Male	Bethanechol	0	0.0179672995148829	0.0239563993531772	4
05-09	Male	Bethanechol	0	0.0301598471901076	0.0301598471901076	3
10-14	Male	Bethanechol	0	0	0	0
15-19	Male	Bethanechol	0	0.013933398355859	0.013933398355859	1
20-24	Male	Bethanechol	0	0	0	0
25-29	Male	Bethanechol	0	0.012721027859051	0.012721027859051	1
30-34	Male	Bethanechol	0	0.0261506276150628	0.0261506276150628	2
35-39	Male	Bethanechol	0	0	0	0
40-44	Male	Bethanechol	0	0.0296471983397569	0.0296471983397569	2
45-49	Male	Bethanechol	0	0.0137760022041604	0.0137760022041604	1
50-54	Male	Bethanechol	0	0.024835465044083	0.024835465044083	2
55-59	Male	Bethanechol	0	0.0676742612226483	0.0676742612226483	6
60-64	Male	Bethanechol	0	0.0975252956235524	0.0975252956235524	8
65-69	Male	Bethanechol	0	0.0751427712654043	0.0751427712654043	5
70-74	Male	Bethanechol	0	0.0641025641025641	0.0854700854700855	4
75-79	Male	Bethanechol	0	0.187911055433761	0.219229564672722	7
80-84	Male	Bethanechol	0	0.0990589400693413	0.0990589400693413	2
85-89	Male	Bethanechol	0	0	0	0
>90	Male	Bethanechol	0	0	0	0
