edades	gender	name_drug	pat_inter	pat_coad	patient	pat_tot
00-04	Male	Prednisone	0	0.181653042688465	0.217983651226158	12
05-09	Male	Prednisone	0	0.922456039204382	0.951282790429519	33
10-14	Male	Prednisone	0	4.53230472516876	5.07875281260045	158
15-19	Male	Prednisone	0.0511639805576874	6.52340752110514	7.4955231517012	293
20-24	Male	Prednisone	0.0452284034373587	6.2415196743555	7.10085933966531	314
25-29	Male	Prednisone	0	5.8555315574754	6.67146628269738	278
30-34	Male	Prednisone	0.151745068285281	5.84218512898331	6.72736469398078	266
35-39	Male	Prednisone	0.191833379007947	5.50835845437106	6.63195395998904	242
40-44	Male	Prednisone	0.203925567167984	4.10400203925567	4.91970430792761	193
45-49	Male	Prednisone	0.426391382405745	5.52064631956912	6.28366247755835	280
50-54	Male	Prednisone	0.884564352056612	5.484298982751	6.05926581158779	274
55-59	Male	Prednisone	1.03601381351751	5.55007400098668	5.99407992106561	243
60-64	Male	Prednisone	1.17102396514161	5.20152505446623	5.63725490196078	207
65-69	Male	Prednisone	1.84648805213613	5.5032585083273	5.7929036929761	160
70-74	Male	Prednisone	1.88580408590885	5.44787847040335	5.76217915138816	110
75-79	Male	Prednisone	1.42450142450142	4.77207977207977	5.1994301994302	73
80-84	Male	Prednisone	2.32558139534884	5.74555403556772	6.29274965800274	46
85-89	Male	Prednisone	1.36612021857923	5.46448087431694	6.55737704918033	24
>90	Male	Prednisone	4.1958041958042	6.99300699300699	6.99300699300699	10
