edades	gender	name_drug	pat_inter	pat_coad	patient	pat_tot
00-04	Male	Sugammadex	0	0.0119781996765886	0.0119781996765886	2
05-09	Male	Sugammadex	0	0.0804262591736202	0.0804262591736202	8
10-14	Male	Sugammadex	0	0.222196234358555	0.222196234358555	19
15-19	Male	Sugammadex	0	0.613069527657796	0.627002926013655	45
20-24	Male	Sugammadex	0	1.11290086396251	1.11290086396251	76
25-29	Male	Sugammadex	0	0.954077089428826	0.954077089428826	75
30-34	Male	Sugammadex	0	0.84989539748954	0.84989539748954	65
35-39	Male	Sugammadex	0	1.18964310706788	1.18964310706788	85
40-44	Male	Sugammadex	0	1.57130151200712	1.58612511117699	107
45-49	Male	Sugammadex	0	1.77710428433669	1.77710428433669	129
50-54	Male	Sugammadex	0	1.89991307587235	1.89991307587235	153
55-59	Male	Sugammadex	0	2.23325062034739	2.23325062034739	198
60-64	Male	Sugammadex	0	2.47470437644764	2.4625137144947	202
65-69	Male	Sugammadex	0	2.9005109708446	2.9005109708446	193
70-74	Male	Sugammadex	0	2.82051282051282	2.84188034188034	133
75-79	Male	Sugammadex	0	2.38020670216098	2.41152521139994	77
80-84	Male	Sugammadex	0	2.8727092620109	2.8727092620109	58
85-89	Male	Sugammadex	0	2.3462783171521	2.3462783171521	29
>90	Male	Sugammadex	0	1.46579804560261	1.46579804560261	9
