edades	gender	name_drug	pat_inter	pat_coad	patient	pat_tot
00-04	Male	Plantago seed	0	0.0059890998382943	0.0059890998382943	1
05-09	Male	Plantago seed	0	0.0603196943802151	0.0703729767769177	7
10-14	Male	Plantago seed	0	0.046778154601801	0.046778154601801	4
15-19	Male	Plantago seed	0	0.013933398355859	0.027866796711718	2
20-24	Male	Plantago seed	0	0.102504026943916	0.146434324205594	10
25-29	Male	Plantago seed	0	0.0636051392952551	0.101768222872408	8
30-34	Male	Plantago seed	0	0.0784518828451883	0.196129707112971	15
35-39	Male	Plantago seed	0	0.0419874037788663	0.0699790062981106	5
40-44	Male	Plantago seed	0	0.148235991698784	0.252001185887934	17
45-49	Male	Plantago seed	0	0.123984019837443	0.206640033062405	15
50-54	Male	Plantago seed	0	0.149012790264498	0.235936917918788	19
55-59	Male	Plantago seed	0	0.225580870742161	0.338371306113242	30
60-64	Male	Plantago seed	0	0.243813239058881	0.365719858588321	30
65-69	Male	Plantago seed	0	0.435828073339345	0.646227832882477	43
70-74	Male	Plantago seed	0	0.491452991452991	0.662393162393162	31
75-79	Male	Plantago seed	0	0.407140620106483	0.595051675540244	19
80-84	Male	Plantago seed	0	0.79247152055473	0.891530460624071	18
85-89	Male	Plantago seed	0	0.889967637540453	1.05177993527508	13
>90	Male	Plantago seed	0	0.651465798045603	0.651465798045603	4
