edades	gender	name_drug	pat_inter	pat_coad	patient	pat_tot
00-04	Female	Rocuronium	0.224123879380603	1.10024449877751	1.10024449877751	162
05-09	Female	Rocuronium	0.111172873818788	0.433574207893274	0.433574207893274	39
10-14	Female	Rocuronium	0.208563366458103	0.760642865906024	0.760642865906024	62
15-19	Female	Rocuronium	0.20180665000961	1.7393811262733	1.7393811262733	181
20-24	Female	Rocuronium	0.338473110191801	2.64009025949605	2.64009025949605	351
25-29	Female	Rocuronium	0.343954831591927	3.59530144720618	3.59530144720618	554
30-34	Female	Rocuronium	0.566885076934403	4.94736067142752	4.94736067142752	672
35-39	Female	Rocuronium	0.7822464076184	6.1389337641357	6.1389337641357	722
40-44	Female	Rocuronium	0.889752505624872	7.47596645530783	7.47596645530783	731
45-49	Female	Rocuronium	0.828783151326053	7.01053042121685	7.01053042121685	719
50-54	Female	Rocuronium	1.135838950965	6.41795179610306	6.41795179610306	695
55-59	Female	Rocuronium	1.16340097970609	6.14940517844647	6.14940517844647	703
60-64	Female	Rocuronium	1.32333888580418	6.59818619285582	6.59818619285582	713
65-69	Female	Rocuronium	1.31048387096774	7.0676523297491	7.0676523297491	631
70-74	Female	Rocuronium	1.15689381933439	6.59270998415214	6.59270998415214	416
75-79	Female	Rocuronium	1.27809607756721	6.80916703393565	6.80916703393565	309
80-84	Female	Rocuronium	1.05644431029279	5.28222155146393	5.28222155146393	175
85-89	Female	Rocuronium	1.10619469026549	5.44247787610619	5.44247787610619	123
>90	Female	Rocuronium	1.34770889487871	4.5822102425876	4.5822102425876	68
