edades	gender	name_drug	pat_inter	pat_coad	patient	pat_tot
00-04	Male	Fenoterol	0	17.3841961852861	18.0926430517711	996
05-09	Male	Fenoterol	0	7.20668780628423	7.37964831363505	256
10-14	Male	Fenoterol	0	3.56798457087753	3.60012857602057	112
15-19	Male	Fenoterol	0	1.68841135840368	1.68841135840368	66
20-24	Male	Fenoterol	0	0.927182270465853	0.927182270465853	41
25-29	Male	Fenoterol	0	0.911927045836333	0.935925125989921	39
30-34	Male	Fenoterol	0.0252908447142135	0.758725341426404	0.758725341426404	30
35-39	Male	Fenoterol	0.0274047684297068	0.876952589750617	0.876952589750617	32
40-44	Male	Fenoterol	0.0509813917919959	0.917665052255927	0.917665052255927	36
45-49	Male	Fenoterol	0.0224416517055655	0.583482944344704	0.583482944344704	26
50-54	Male	Fenoterol	0.110570544007077	0.928792569659443	0.928792569659443	42
55-59	Male	Fenoterol	0.0986679822397632	0.838677849037987	0.838677849037987	34
60-64	Male	Fenoterol	0.190631808278867	1.17102396514161	1.17102396514161	43
65-69	Male	Fenoterol	0.108616944243302	1.37581462708182	1.37581462708182	38
70-74	Male	Fenoterol	0.36668412781561	1.99057097957046	1.99057097957046	38
75-79	Male	Fenoterol	0.284900284900285	2.27920227920228	2.20797720797721	31
80-84	Male	Fenoterol	0.27359781121751	1.91518467852257	1.91518467852257	14
85-89	Male	Fenoterol	0.273224043715847	3.00546448087432	3.00546448087432	11
>90	Male	Fenoterol	1.3986013986014	4.1958041958042	4.1958041958042	6
