edades	gender	name_drug	pat_inter	pat_coad	patient	pat_tot
00-04	Male	Rocuronium	0.293465892076421	1.19183086782057	1.19183086782057	199
05-09	Male	Rocuronium	0.0804262591736202	0.442344425454911	0.442344425454911	44
10-14	Male	Rocuronium	0.140334463805403	0.806923166881067	0.806923166881067	69
15-19	Male	Rocuronium	0.431935349031629	2.35474432214017	2.35474432214017	169
20-24	Male	Rocuronium	0.439302972616781	3.61692780787817	3.61692780787817	247
25-29	Male	Rocuronium	0.661493448670653	3.42195649408472	3.42195649408472	269
30-34	Male	Rocuronium	0.614539748953975	3.90951882845188	3.90951882845188	299
35-39	Male	Rocuronium	0.79776067179846	4.57662701189643	4.57662701189643	327
40-44	Male	Rocuronium	0.889415950192707	5.29202490364661	5.32167210198636	359
45-49	Male	Rocuronium	0.895440143270423	5.86857693897231	5.86857693897231	426
50-54	Male	Rocuronium	1.32869737985844	7.14019620017385	7.14019620017385	575
55-59	Male	Rocuronium	1.2632528761561	7.73742386645613	7.73742386645613	686
60-64	Male	Rocuronium	1.68231134950628	8.61879800073144	8.6066073387785	706
65-69	Male	Rocuronium	1.87856928163511	9.16741809437932	9.16741809437932	610
70-74	Male	Rocuronium	1.81623931623932	9.25213675213675	9.25213675213675	433
75-79	Male	Rocuronium	1.72251800814281	9.27027873473223	9.30159724397119	297
80-84	Male	Rocuronium	1.6840019811788	8.61812778603269	8.61812778603269	174
85-89	Male	Rocuronium	1.69902912621359	8.33333333333333	8.33333333333333	103
>90	Male	Rocuronium	0.977198697068404	5.86319218241042	6.02605863192182	37
