edades	gender	name_drug	pat_inter	pat_coad	patient	pat_tot
00-04	Male	Omega-3 fatty acids	0	0.0239563993531772	0.0479127987063544	8
05-09	Male	Omega-3 fatty acids	0	0.0502664119835126	0.0804262591736202	8
10-14	Male	Omega-3 fatty acids	0	0.210501695708104	0.268974388960355	23
15-19	Male	Omega-3 fatty acids	0	0.306534763828898	0.459802145743347	33
20-24	Male	Omega-3 fatty acids	0	0.322155513252306	0.439302972616781	30
25-29	Male	Omega-3 fatty acids	0	0.483399058643938	0.648772420811602	51
30-34	Male	Omega-3 fatty acids	0	0.784518828451883	1.04602510460251	80
35-39	Male	Omega-3 fatty acids	0	0.72778166550035	0.99370188943317	71
40-44	Male	Omega-3 fatty acids	0	0.963533946042099	1.34894752445894	91
45-49	Male	Omega-3 fatty acids	0	1.33627221380355	1.65312026449924	120
50-54	Male	Omega-3 fatty acids	0	1.58946976282131	1.89991307587235	153
55-59	Male	Omega-3 fatty acids	0	2.26708775095872	2.70697044890593	240
60-64	Male	Omega-3 fatty acids	0	2.98671217847129	3.44995733268316	283
65-69	Male	Omega-3 fatty acids	0	4.01262398557259	4.6287947099489	308
70-74	Male	Omega-3 fatty acids	0	4.08119658119658	4.87179487179487	228
75-79	Male	Omega-3 fatty acids	0	4.57250234888819	5.13623551518948	164
80-84	Male	Omega-3 fatty acids	0	4.35859336305101	4.90341753343239	99
85-89	Male	Omega-3 fatty acids	0	3.31715210355987	3.31715210355987	41
>90	Male	Omega-3 fatty acids	0	3.09446254071661	3.42019543973941	21
