edades	gender	name_drug	pat_inter	pat_coad	patient	pat_tot
00-04	Male	Vitamin E	0	0.0059890998382943	0.0059890998382943	1
05-09	Male	Vitamin E	0	0.0100532823967025	0.0502664119835126	5
10-14	Male	Vitamin E	0	0.046778154601801	0.0584726932522512	5
15-19	Male	Vitamin E	0	0.055733593423436	0.111467186846872	8
20-24	Male	Vitamin E	0	0.0439302972616781	0.0439302972616781	3
25-29	Male	Vitamin E	0	0.0636051392952551	0.0636051392952551	5
30-34	Male	Vitamin E	0	0.0784518828451883	0.0915271966527197	7
35-39	Male	Vitamin E	0	0.0699790062981106	0.0699790062981106	5
40-44	Male	Vitamin E	0	0.118588793359028	0.118588793359028	8
45-49	Male	Vitamin E	0	0.206640033062405	0.247968039674886	18
50-54	Male	Vitamin E	0	0.33527877809512	0.372531975661244	30
55-59	Male	Vitamin E	0	0.315813219039025	0.338371306113242	30
60-64	Male	Vitamin E	0	0.621723759600146	0.646105083506034	53
65-69	Male	Vitamin E	0	0.796513375413285	0.856627592425609	57
70-74	Male	Vitamin E	0	0.811965811965812	0.854700854700855	40
75-79	Male	Vitamin E	0	0.751644221735045	0.814281240212966	26
80-84	Male	Vitamin E	0	0.941059930658742	1.04011887072808	21
85-89	Male	Vitamin E	0	0.809061488673139	0.889967637540453	11
>90	Male	Vitamin E	0	0.325732899022801	0.488599348534202	3
