age_group	gender	name_i	name_j	patient
00-04	Female	Cholestyramine	Ursodeoxycholic acid	0
05-09	Female	Cholestyramine	Ursodeoxycholic acid	0.000111172873818788
10-14	Female	Cholestyramine	Ursodeoxycholic acid	0
15-19	Female	Cholestyramine	Ursodeoxycholic acid	0
20-24	Female	Cholestyramine	Ursodeoxycholic acid	0
25-29	Female	Cholestyramine	Ursodeoxycholic acid	0
30-34	Female	Cholestyramine	Ursodeoxycholic acid	0
35-39	Female	Cholestyramine	Ursodeoxycholic acid	0
40-44	Female	Cholestyramine	Ursodeoxycholic acid	0.000204540805890775
45-49	Female	Cholestyramine	Ursodeoxycholic acid	0
50-54	Female	Cholestyramine	Ursodeoxycholic acid	0
55-59	Female	Cholestyramine	Ursodeoxycholic acid	0
60-64	Female	Cholestyramine	Ursodeoxycholic acid	0
65-69	Female	Cholestyramine	Ursodeoxycholic acid	0.000112007168458781
70-74	Female	Cholestyramine	Ursodeoxycholic acid	0
75-79	Female	Cholestyramine	Ursodeoxycholic acid	0.000220361392684002
80-84	Female	Cholestyramine	Ursodeoxycholic acid	0
85-89	Female	Cholestyramine	Ursodeoxycholic acid	0
>90	Female	Cholestyramine	Ursodeoxycholic acid	0
