age_group	gender	name_i	name_j	patient
00-04	Male	Spironolactone	Quinapril	0
05-09	Male	Spironolactone	Quinapril	0
10-14	Male	Spironolactone	Quinapril	0
15-19	Male	Spironolactone	Quinapril	0
20-24	Male	Spironolactone	Quinapril	0
25-29	Male	Spironolactone	Quinapril	0
30-34	Male	Spironolactone	Quinapril	0
35-39	Male	Spironolactone	Quinapril	0
40-44	Male	Spironolactone	Quinapril	0
45-49	Male	Spironolactone	Quinapril	0
50-54	Male	Spironolactone	Quinapril	0
55-59	Male	Spironolactone	Quinapril	0
60-64	Male	Spironolactone	Quinapril	0.00012190661952944
65-69	Male	Spironolactone	Quinapril	0
70-74	Male	Spironolactone	Quinapril	0
75-79	Male	Spironolactone	Quinapril	0
80-84	Male	Spironolactone	Quinapril	0
85-89	Male	Spironolactone	Quinapril	0
>90	Male	Spironolactone	Quinapril	0
