age_group	gender	name_i	name_j	patient
00-04	Male	Mycophenolate mofetil	Iron	0
05-09	Male	Mycophenolate mofetil	Iron	0
10-14	Male	Mycophenolate mofetil	Iron	0
15-19	Male	Mycophenolate mofetil	Iron	0
20-24	Male	Mycophenolate mofetil	Iron	0
25-29	Male	Mycophenolate mofetil	Iron	0
30-34	Male	Mycophenolate mofetil	Iron	0
35-39	Male	Mycophenolate mofetil	Iron	0
40-44	Male	Mycophenolate mofetil	Iron	0
45-49	Male	Mycophenolate mofetil	Iron	0
50-54	Male	Mycophenolate mofetil	Iron	0
55-59	Male	Mycophenolate mofetil	Iron	0
60-64	Male	Mycophenolate mofetil	Iron	0.00012190661952944
65-69	Male	Mycophenolate mofetil	Iron	0.000150285542530809
70-74	Male	Mycophenolate mofetil	Iron	0.000213675213675214
75-79	Male	Mycophenolate mofetil	Iron	0
80-84	Male	Mycophenolate mofetil	Iron	0.000495294700346706
85-89	Male	Mycophenolate mofetil	Iron	0
>90	Male	Mycophenolate mofetil	Iron	0
