age_group	gender	name_i	name_j	patient
00-04	Male	Erythromycin	Colchicine	0
05-09	Male	Erythromycin	Colchicine	0
10-14	Male	Erythromycin	Colchicine	0
15-19	Male	Erythromycin	Colchicine	0
20-24	Male	Erythromycin	Colchicine	0
25-29	Male	Erythromycin	Colchicine	0
30-34	Male	Erythromycin	Colchicine	2.11126359125937e-06
35-39	Male	Erythromycin	Colchicine	0
40-44	Male	Erythromycin	Colchicine	1.8670126863512e-06
45-49	Male	Erythromycin	Colchicine	6.10825041383397e-06
50-54	Male	Erythromycin	Colchicine	0
55-59	Male	Erythromycin	Colchicine	4.69549701835939e-06
60-64	Male	Erythromycin	Colchicine	1.21461817263125e-05
65-69	Male	Erythromycin	Colchicine	7.94396854188457e-06
70-74	Male	Erythromycin	Colchicine	5.90967650430815e-06
75-79	Male	Erythromycin	Colchicine	2.4564851207187e-05
80-84	Male	Erythromycin	Colchicine	4.49848625937372e-06
85-89	Male	Erythromycin	Colchicine	0
>90	Male	Erythromycin	Colchicine	0
