age_group	gender	name_i	name_j	patient
00-04	Male	Atorvastatin	Colchicine	0
05-09	Male	Atorvastatin	Colchicine	0
10-14	Male	Atorvastatin	Colchicine	0
15-19	Male	Atorvastatin	Colchicine	0
20-24	Male	Atorvastatin	Colchicine	0
25-29	Male	Atorvastatin	Colchicine	0
30-34	Male	Atorvastatin	Colchicine	0
35-39	Male	Atorvastatin	Colchicine	0.000699790062981106
40-44	Male	Atorvastatin	Colchicine	0.000592943966795138
45-49	Male	Atorvastatin	Colchicine	0.00110208017633283
50-54	Male	Atorvastatin	Colchicine	0.00235936917918788
55-59	Male	Atorvastatin	Colchicine	0.00180464696593729
60-64	Male	Atorvastatin	Colchicine	0.00292575886870657
65-69	Male	Atorvastatin	Colchicine	0.00285542530808536
70-74	Male	Atorvastatin	Colchicine	0.00320512820512821
75-79	Male	Atorvastatin	Colchicine	0.00407140620106483
80-84	Male	Atorvastatin	Colchicine	0.00544824170381377
85-89	Male	Atorvastatin	Colchicine	0.00323624595469256
>90	Male	Atorvastatin	Colchicine	0
