age_group	gender	name_i	name_j	patient
00-04	Male	Cyclosporine	Ursodeoxycholic acid	0
05-09	Male	Cyclosporine	Ursodeoxycholic acid	5.62768370166523e-06
10-14	Male	Cyclosporine	Ursodeoxycholic acid	0
15-19	Male	Cyclosporine	Ursodeoxycholic acid	1.05175696000168e-05
20-24	Male	Cyclosporine	Ursodeoxycholic acid	6.67184846897757e-06
25-29	Male	Cyclosporine	Ursodeoxycholic acid	2.6879986237447e-06
30-34	Male	Cyclosporine	Ursodeoxycholic acid	8.44505436503748e-06
35-39	Male	Cyclosporine	Ursodeoxycholic acid	1.10655578977653e-05
40-44	Male	Cyclosporine	Ursodeoxycholic acid	1.68031141771608e-05
45-49	Male	Cyclosporine	Ursodeoxycholic acid	3.46134190117258e-05
50-54	Male	Cyclosporine	Ursodeoxycholic acid	7.92176813864855e-05
55-59	Male	Cyclosporine	Ursodeoxycholic acid	0.000112691928440625
60-64	Male	Cyclosporine	Ursodeoxycholic acid	9.23109811199751e-05
65-69	Male	Cyclosporine	Ursodeoxycholic acid	9.53276225026149e-05
70-74	Male	Cyclosporine	Ursodeoxycholic acid	6.79612797995438e-05
75-79	Male	Cyclosporine	Ursodeoxycholic acid	7.72038180797305e-05
80-84	Male	Cyclosporine	Ursodeoxycholic acid	2.69909175562423e-05
85-89	Male	Cyclosporine	Ursodeoxycholic acid	0
>90	Male	Cyclosporine	Ursodeoxycholic acid	0
