age_group	gender	name_i	name_j	patient
00-04	Male	Ketorolac	Alendronic acid	0
05-09	Male	Ketorolac	Alendronic acid	0
10-14	Male	Ketorolac	Alendronic acid	0
15-19	Male	Ketorolac	Alendronic acid	0
20-24	Male	Ketorolac	Alendronic acid	0
25-29	Male	Ketorolac	Alendronic acid	0
30-34	Male	Ketorolac	Alendronic acid	0
35-39	Male	Ketorolac	Alendronic acid	0
40-44	Male	Ketorolac	Alendronic acid	0
45-49	Male	Ketorolac	Alendronic acid	0
50-54	Male	Ketorolac	Alendronic acid	0
55-59	Male	Ketorolac	Alendronic acid	0
60-64	Male	Ketorolac	Alendronic acid	0
65-69	Male	Ketorolac	Alendronic acid	0
70-74	Male	Ketorolac	Alendronic acid	0
75-79	Male	Ketorolac	Alendronic acid	0.000313185092389602
80-84	Male	Ketorolac	Alendronic acid	0
85-89	Male	Ketorolac	Alendronic acid	0
>90	Male	Ketorolac	Alendronic acid	0
