age_group	gender	name_i	name_j	patient
00-04	Male	Cinacalcet	Itraconazole	0
05-09	Male	Cinacalcet	Itraconazole	0
10-14	Male	Cinacalcet	Itraconazole	0
15-19	Male	Cinacalcet	Itraconazole	0
20-24	Male	Cinacalcet	Itraconazole	0
25-29	Male	Cinacalcet	Itraconazole	0
30-34	Male	Cinacalcet	Itraconazole	0
35-39	Male	Cinacalcet	Itraconazole	0
40-44	Male	Cinacalcet	Itraconazole	0
45-49	Male	Cinacalcet	Itraconazole	0
50-54	Male	Cinacalcet	Itraconazole	0
55-59	Male	Cinacalcet	Itraconazole	0
60-64	Male	Cinacalcet	Itraconazole	0.00012190661952944
65-69	Male	Cinacalcet	Itraconazole	0
70-74	Male	Cinacalcet	Itraconazole	0
75-79	Male	Cinacalcet	Itraconazole	0
80-84	Male	Cinacalcet	Itraconazole	0
85-89	Male	Cinacalcet	Itraconazole	0
>90	Male	Cinacalcet	Itraconazole	0
