age_group	gender	name_i	name_j	patient
00-04	Male	Fluconazole	Alprazolam	0
05-09	Male	Fluconazole	Alprazolam	0
10-14	Male	Fluconazole	Alprazolam	7.62203836171907e-06
15-19	Male	Fluconazole	Alprazolam	1.75292826666947e-05
20-24	Male	Fluconazole	Alprazolam	8.00621816277309e-05
25-29	Male	Fluconazole	Alprazolam	9.94559490785541e-05
30-34	Male	Fluconazole	Alprazolam	0.000156233505753193
35-39	Male	Fluconazole	Alprazolam	0.00019549152286052
40-44	Male	Fluconazole	Alprazolam	0.000218440484303091
45-49	Male	Fluconazole	Alprazolam	0.000297268186806586
50-54	Male	Fluconazole	Alprazolam	0.000338875637042188
55-59	Male	Fluconazole	Alprazolam	0.000291120815138282
60-64	Male	Fluconazole	Alprazolam	0.000289079125086238
65-69	Male	Fluconazole	Alprazolam	0.000325702710217268
70-74	Male	Fluconazole	Alprazolam	0.000212748354155094
75-79	Male	Fluconazole	Alprazolam	0.000238629983155531
80-84	Male	Fluconazole	Alprazolam	0.000296900093118666
85-89	Male	Fluconazole	Alprazolam	0.000270672621464339
>90	Male	Fluconazole	Alprazolam	0.000352790721604022
