age_group	gender	name_i	name_j	patient
00-04	Male	Clemastine	Galantamine	0
05-09	Male	Clemastine	Galantamine	0
10-14	Male	Clemastine	Galantamine	0
15-19	Male	Clemastine	Galantamine	0
20-24	Male	Clemastine	Galantamine	0
25-29	Male	Clemastine	Galantamine	0
30-34	Male	Clemastine	Galantamine	0
35-39	Male	Clemastine	Galantamine	0
40-44	Male	Clemastine	Galantamine	0
45-49	Male	Clemastine	Galantamine	0
50-54	Male	Clemastine	Galantamine	0
55-59	Male	Clemastine	Galantamine	0
60-64	Male	Clemastine	Galantamine	0
65-69	Male	Clemastine	Galantamine	0
70-74	Male	Clemastine	Galantamine	0
75-79	Male	Clemastine	Galantamine	0
80-84	Male	Clemastine	Galantamine	0
85-89	Male	Clemastine	Galantamine	6.76681553660847e-06
>90	Male	Clemastine	Galantamine	0
