age_group	gender	name_i	name_j	patient
00-04	Male	Tadalafil	Terazosin	0
05-09	Male	Tadalafil	Terazosin	0
10-14	Male	Tadalafil	Terazosin	0
15-19	Male	Tadalafil	Terazosin	0
20-24	Male	Tadalafil	Terazosin	0
25-29	Male	Tadalafil	Terazosin	0
30-34	Male	Tadalafil	Terazosin	0
35-39	Male	Tadalafil	Terazosin	0.000139958012596221
40-44	Male	Tadalafil	Terazosin	0
45-49	Male	Tadalafil	Terazosin	0
50-54	Male	Tadalafil	Terazosin	0
55-59	Male	Tadalafil	Terazosin	0
60-64	Male	Tadalafil	Terazosin	0
65-69	Male	Tadalafil	Terazosin	0
70-74	Male	Tadalafil	Terazosin	0
75-79	Male	Tadalafil	Terazosin	0.000313185092389602
80-84	Male	Tadalafil	Terazosin	0
85-89	Male	Tadalafil	Terazosin	0
>90	Male	Tadalafil	Terazosin	0
