age_group	gender	name_i	name_j	patient
00-04	Male	Phenytoin	Nisoldipine	0
05-09	Male	Phenytoin	Nisoldipine	0
10-14	Male	Phenytoin	Nisoldipine	0
15-19	Male	Phenytoin	Nisoldipine	0
20-24	Male	Phenytoin	Nisoldipine	0
25-29	Male	Phenytoin	Nisoldipine	0
30-34	Male	Phenytoin	Nisoldipine	0
35-39	Male	Phenytoin	Nisoldipine	0
40-44	Male	Phenytoin	Nisoldipine	0
45-49	Male	Phenytoin	Nisoldipine	0
50-54	Male	Phenytoin	Nisoldipine	0
55-59	Male	Phenytoin	Nisoldipine	0
60-64	Male	Phenytoin	Nisoldipine	0
65-69	Male	Phenytoin	Nisoldipine	0
70-74	Male	Phenytoin	Nisoldipine	0
75-79	Male	Phenytoin	Nisoldipine	0
80-84	Male	Phenytoin	Nisoldipine	0
85-89	Male	Phenytoin	Nisoldipine	0
>90	Male	Phenytoin	Nisoldipine	0
