age_group	gender	name_i	name_j	patient
00-04	Male	Colestipol	Hydrocortisone	0
05-09	Male	Colestipol	Hydrocortisone	0
10-14	Male	Colestipol	Hydrocortisone	0
15-19	Male	Colestipol	Hydrocortisone	0
20-24	Male	Colestipol	Hydrocortisone	0
25-29	Male	Colestipol	Hydrocortisone	0
30-34	Male	Colestipol	Hydrocortisone	0.000130753138075314
35-39	Male	Colestipol	Hydrocortisone	0
40-44	Male	Colestipol	Hydrocortisone	0
45-49	Male	Colestipol	Hydrocortisone	0
50-54	Male	Colestipol	Hydrocortisone	0
55-59	Male	Colestipol	Hydrocortisone	0
60-64	Male	Colestipol	Hydrocortisone	0
65-69	Male	Colestipol	Hydrocortisone	0.000150285542530809
70-74	Male	Colestipol	Hydrocortisone	0
75-79	Male	Colestipol	Hydrocortisone	0
80-84	Male	Colestipol	Hydrocortisone	0
85-89	Male	Colestipol	Hydrocortisone	0
>90	Male	Colestipol	Hydrocortisone	0
