age_group	gender	name_i	name_j	patient
00-04	Female	Lamivudine	Valganciclovir	0
05-09	Female	Lamivudine	Valganciclovir	0
10-14	Female	Lamivudine	Valganciclovir	0
15-19	Female	Lamivudine	Valganciclovir	0
20-24	Female	Lamivudine	Valganciclovir	0
25-29	Female	Lamivudine	Valganciclovir	0
30-34	Female	Lamivudine	Valganciclovir	0
35-39	Female	Lamivudine	Valganciclovir	0
40-44	Female	Lamivudine	Valganciclovir	0
45-49	Female	Lamivudine	Valganciclovir	0
50-54	Female	Lamivudine	Valganciclovir	0
55-59	Female	Lamivudine	Valganciclovir	0
60-64	Female	Lamivudine	Valganciclovir	0
65-69	Female	Lamivudine	Valganciclovir	0.000112007168458781
70-74	Female	Lamivudine	Valganciclovir	0
75-79	Female	Lamivudine	Valganciclovir	0
80-84	Female	Lamivudine	Valganciclovir	0
85-89	Female	Lamivudine	Valganciclovir	0
>90	Female	Lamivudine	Valganciclovir	0
