age_group	gender	name_i	name_j	patient
00-04	Male	Demeclocycline	Calcium	0
05-09	Male	Demeclocycline	Calcium	0
10-14	Male	Demeclocycline	Calcium	0
15-19	Male	Demeclocycline	Calcium	0
20-24	Male	Demeclocycline	Calcium	0
25-29	Male	Demeclocycline	Calcium	0.00012721027859051
30-34	Male	Demeclocycline	Calcium	0
35-39	Male	Demeclocycline	Calcium	0
40-44	Male	Demeclocycline	Calcium	0
45-49	Male	Demeclocycline	Calcium	0
50-54	Male	Demeclocycline	Calcium	0
55-59	Male	Demeclocycline	Calcium	0
60-64	Male	Demeclocycline	Calcium	0
65-69	Male	Demeclocycline	Calcium	0.000150285542530809
70-74	Male	Demeclocycline	Calcium	0
75-79	Male	Demeclocycline	Calcium	0
80-84	Male	Demeclocycline	Calcium	0
85-89	Male	Demeclocycline	Calcium	0
>90	Male	Demeclocycline	Calcium	0
