age_group	gender	name_i	name_j	patient
00-04	Male	Dapsone	Magnesium oxide	0
05-09	Male	Dapsone	Magnesium oxide	0
10-14	Male	Dapsone	Magnesium oxide	0
15-19	Male	Dapsone	Magnesium oxide	0
20-24	Male	Dapsone	Magnesium oxide	0.000146434324205594
25-29	Male	Dapsone	Magnesium oxide	0
30-34	Male	Dapsone	Magnesium oxide	0
35-39	Male	Dapsone	Magnesium oxide	0
40-44	Male	Dapsone	Magnesium oxide	0
45-49	Male	Dapsone	Magnesium oxide	0
50-54	Male	Dapsone	Magnesium oxide	0
55-59	Male	Dapsone	Magnesium oxide	0
60-64	Male	Dapsone	Magnesium oxide	0
65-69	Male	Dapsone	Magnesium oxide	0
70-74	Male	Dapsone	Magnesium oxide	0
75-79	Male	Dapsone	Magnesium oxide	0
80-84	Male	Dapsone	Magnesium oxide	0
85-89	Male	Dapsone	Magnesium oxide	0
>90	Male	Dapsone	Magnesium oxide	0
