age_group	gender	name_i	name_j	patient
00-04	Male	Hydrocortisone	Primidone	0
05-09	Male	Hydrocortisone	Primidone	0
10-14	Male	Hydrocortisone	Primidone	0
15-19	Male	Hydrocortisone	Primidone	0
20-24	Male	Hydrocortisone	Primidone	0
25-29	Male	Hydrocortisone	Primidone	0
30-34	Male	Hydrocortisone	Primidone	0
35-39	Male	Hydrocortisone	Primidone	0
40-44	Male	Hydrocortisone	Primidone	0
45-49	Male	Hydrocortisone	Primidone	0
50-54	Male	Hydrocortisone	Primidone	0
55-59	Male	Hydrocortisone	Primidone	0
60-64	Male	Hydrocortisone	Primidone	0
65-69	Male	Hydrocortisone	Primidone	2.64798951396152e-06
70-74	Male	Hydrocortisone	Primidone	0
75-79	Male	Hydrocortisone	Primidone	1.05277933745087e-05
80-84	Male	Hydrocortisone	Primidone	3.1489403815616e-05
85-89	Male	Hydrocortisone	Primidone	1.35336310732169e-05
>90	Male	Hydrocortisone	Primidone	1.46996134001676e-05
