age_group	gender	name_i	name_j	patient
00-04	Male	Telithromycin	Atorvastatin	0
05-09	Male	Telithromycin	Atorvastatin	0
10-14	Male	Telithromycin	Atorvastatin	0
15-19	Male	Telithromycin	Atorvastatin	0
20-24	Male	Telithromycin	Atorvastatin	0
25-29	Male	Telithromycin	Atorvastatin	0
30-34	Male	Telithromycin	Atorvastatin	0
35-39	Male	Telithromycin	Atorvastatin	0
40-44	Male	Telithromycin	Atorvastatin	0
45-49	Male	Telithromycin	Atorvastatin	2.03608347127799e-06
50-54	Male	Telithromycin	Atorvastatin	2.2004911496246e-06
55-59	Male	Telithromycin	Atorvastatin	2.3477485091797e-06
60-64	Male	Telithromycin	Atorvastatin	9.71694538105001e-06
65-69	Male	Telithromycin	Atorvastatin	1.85359265977307e-05
70-74	Male	Telithromycin	Atorvastatin	2.95483825215408e-06
75-79	Male	Telithromycin	Atorvastatin	7.01852891633914e-06
80-84	Male	Telithromycin	Atorvastatin	4.04863763343635e-05
85-89	Male	Telithromycin	Atorvastatin	6.76681553660847e-06
>90	Male	Telithromycin	Atorvastatin	0
