age_group	gender	name_i	name_j	patient
00-04	Male	Triamterene	Telmisartan	0
05-09	Male	Triamterene	Telmisartan	0
10-14	Male	Triamterene	Telmisartan	0
15-19	Male	Triamterene	Telmisartan	0
20-24	Male	Triamterene	Telmisartan	0
25-29	Male	Triamterene	Telmisartan	0
30-34	Male	Triamterene	Telmisartan	0
35-39	Male	Triamterene	Telmisartan	0
40-44	Male	Triamterene	Telmisartan	0
45-49	Male	Triamterene	Telmisartan	0
50-54	Male	Triamterene	Telmisartan	0
55-59	Male	Triamterene	Telmisartan	0
60-64	Male	Triamterene	Telmisartan	0
65-69	Male	Triamterene	Telmisartan	0
70-74	Male	Triamterene	Telmisartan	0
75-79	Male	Triamterene	Telmisartan	0
80-84	Male	Triamterene	Telmisartan	0
85-89	Male	Triamterene	Telmisartan	0
>90	Male	Triamterene	Telmisartan	0
