age_group	gender	name_i	name_j	patient
00-04	Female	Bleomycin	Digoxin	0
05-09	Female	Bleomycin	Digoxin	0
10-14	Female	Bleomycin	Digoxin	0
15-19	Female	Bleomycin	Digoxin	0
20-24	Female	Bleomycin	Digoxin	0
25-29	Female	Bleomycin	Digoxin	0
30-34	Female	Bleomycin	Digoxin	0
35-39	Female	Bleomycin	Digoxin	0
40-44	Female	Bleomycin	Digoxin	0
45-49	Female	Bleomycin	Digoxin	0
50-54	Female	Bleomycin	Digoxin	0
55-59	Female	Bleomycin	Digoxin	0
60-64	Female	Bleomycin	Digoxin	0
65-69	Female	Bleomycin	Digoxin	0
70-74	Female	Bleomycin	Digoxin	0
75-79	Female	Bleomycin	Digoxin	0
80-84	Female	Bleomycin	Digoxin	3.14234179880214e-06
85-89	Female	Bleomycin	Digoxin	0
>90	Female	Bleomycin	Digoxin	0
