age_group	gender	name_i	name_j	patient
00-04	Male	Triamterene	Trandolapril	0
05-09	Male	Triamterene	Trandolapril	0
10-14	Male	Triamterene	Trandolapril	0
15-19	Male	Triamterene	Trandolapril	0
20-24	Male	Triamterene	Trandolapril	0
25-29	Male	Triamterene	Trandolapril	0
30-34	Male	Triamterene	Trandolapril	0
35-39	Male	Triamterene	Trandolapril	0
40-44	Male	Triamterene	Trandolapril	0
45-49	Male	Triamterene	Trandolapril	0
50-54	Male	Triamterene	Trandolapril	0
55-59	Male	Triamterene	Trandolapril	0
60-64	Male	Triamterene	Trandolapril	0
65-69	Male	Triamterene	Trandolapril	0
70-74	Male	Triamterene	Trandolapril	0
75-79	Male	Triamterene	Trandolapril	0
80-84	Male	Triamterene	Trandolapril	0
85-89	Male	Triamterene	Trandolapril	0
>90	Male	Triamterene	Trandolapril	0
