age_group	gender	name_i	name_j	patient
00-04	Female	Clodronic acid	Iron	0
05-09	Female	Clodronic acid	Iron	0
10-14	Female	Clodronic acid	Iron	0
15-19	Female	Clodronic acid	Iron	0
20-24	Female	Clodronic acid	Iron	0
25-29	Female	Clodronic acid	Iron	0
30-34	Female	Clodronic acid	Iron	0
35-39	Female	Clodronic acid	Iron	0
40-44	Female	Clodronic acid	Iron	0
45-49	Female	Clodronic acid	Iron	0
50-54	Female	Clodronic acid	Iron	0
55-59	Female	Clodronic acid	Iron	2.09988303651487e-06
60-64	Female	Clodronic acid	Iron	0
65-69	Female	Clodronic acid	Iron	0
70-74	Female	Clodronic acid	Iron	0
75-79	Female	Clodronic acid	Iron	0
80-84	Female	Clodronic acid	Iron	0
85-89	Female	Clodronic acid	Iron	0
>90	Female	Clodronic acid	Iron	0
