age_group	gender	name_i	name_j	patient
00-04	Female	Butalbital	Conjugated estrogens	0
05-09	Female	Butalbital	Conjugated estrogens	0
10-14	Female	Butalbital	Conjugated estrogens	0
15-19	Female	Butalbital	Conjugated estrogens	0
20-24	Female	Butalbital	Conjugated estrogens	0
25-29	Female	Butalbital	Conjugated estrogens	0
30-34	Female	Butalbital	Conjugated estrogens	0
35-39	Female	Butalbital	Conjugated estrogens	8.50267834367826e-05
40-44	Female	Butalbital	Conjugated estrogens	0
45-49	Female	Butalbital	Conjugated estrogens	0
50-54	Female	Butalbital	Conjugated estrogens	0
55-59	Female	Butalbital	Conjugated estrogens	0
60-64	Female	Butalbital	Conjugated estrogens	0
65-69	Female	Butalbital	Conjugated estrogens	0.000112007168458781
70-74	Female	Butalbital	Conjugated estrogens	0.000158478605388273
75-79	Female	Butalbital	Conjugated estrogens	0
80-84	Female	Butalbital	Conjugated estrogens	0
85-89	Female	Butalbital	Conjugated estrogens	0
>90	Female	Butalbital	Conjugated estrogens	0
