age_group	gender	name_i	name_j	patient
00-04	Male	Phenytoin	Conjugated estrogens	0
05-09	Male	Phenytoin	Conjugated estrogens	0
10-14	Male	Phenytoin	Conjugated estrogens	0
15-19	Male	Phenytoin	Conjugated estrogens	0
20-24	Male	Phenytoin	Conjugated estrogens	0
25-29	Male	Phenytoin	Conjugated estrogens	0
30-34	Male	Phenytoin	Conjugated estrogens	0
35-39	Male	Phenytoin	Conjugated estrogens	0
40-44	Male	Phenytoin	Conjugated estrogens	0
45-49	Male	Phenytoin	Conjugated estrogens	0
50-54	Male	Phenytoin	Conjugated estrogens	0
55-59	Male	Phenytoin	Conjugated estrogens	0
60-64	Male	Phenytoin	Conjugated estrogens	0
65-69	Male	Phenytoin	Conjugated estrogens	0
70-74	Male	Phenytoin	Conjugated estrogens	0
75-79	Male	Phenytoin	Conjugated estrogens	0
80-84	Male	Phenytoin	Conjugated estrogens	0
85-89	Male	Phenytoin	Conjugated estrogens	0
>90	Male	Phenytoin	Conjugated estrogens	0
