age_group	gender	name_i	name_j	patient
00-04	Male	Valproic acid	Ritonavir	0
05-09	Male	Valproic acid	Ritonavir	0
10-14	Male	Valproic acid	Ritonavir	0
15-19	Male	Valproic acid	Ritonavir	0
20-24	Male	Valproic acid	Ritonavir	0
25-29	Male	Valproic acid	Ritonavir	0.00012721027859051
30-34	Male	Valproic acid	Ritonavir	0
35-39	Male	Valproic acid	Ritonavir	0
40-44	Male	Valproic acid	Ritonavir	0
45-49	Male	Valproic acid	Ritonavir	0
50-54	Male	Valproic acid	Ritonavir	0
55-59	Male	Valproic acid	Ritonavir	0
60-64	Male	Valproic acid	Ritonavir	0
65-69	Male	Valproic acid	Ritonavir	0
70-74	Male	Valproic acid	Ritonavir	0
75-79	Male	Valproic acid	Ritonavir	0
80-84	Male	Valproic acid	Ritonavir	0
85-89	Male	Valproic acid	Ritonavir	0
>90	Male	Valproic acid	Ritonavir	0
