age_group	gender	name_i	name_j	patient
00-04	Female	Abacavir	Valganciclovir	0
05-09	Female	Abacavir	Valganciclovir	0
10-14	Female	Abacavir	Valganciclovir	0
15-19	Female	Abacavir	Valganciclovir	0
20-24	Female	Abacavir	Valganciclovir	0
25-29	Female	Abacavir	Valganciclovir	0
30-34	Female	Abacavir	Valganciclovir	0
35-39	Female	Abacavir	Valganciclovir	0
40-44	Female	Abacavir	Valganciclovir	0
45-49	Female	Abacavir	Valganciclovir	0
50-54	Female	Abacavir	Valganciclovir	0
55-59	Female	Abacavir	Valganciclovir	0
60-64	Female	Abacavir	Valganciclovir	0
65-69	Female	Abacavir	Valganciclovir	0
70-74	Female	Abacavir	Valganciclovir	0
75-79	Female	Abacavir	Valganciclovir	0
80-84	Female	Abacavir	Valganciclovir	0
85-89	Female	Abacavir	Valganciclovir	0
>90	Female	Abacavir	Valganciclovir	0
