age_group	gender	name_i	name_j	patient
00-04	Male	Donepezil	Belladonna	0
05-09	Male	Donepezil	Belladonna	0
10-14	Male	Donepezil	Belladonna	0
15-19	Male	Donepezil	Belladonna	0
20-24	Male	Donepezil	Belladonna	0
25-29	Male	Donepezil	Belladonna	0
30-34	Male	Donepezil	Belladonna	0
35-39	Male	Donepezil	Belladonna	0
40-44	Male	Donepezil	Belladonna	0
45-49	Male	Donepezil	Belladonna	0
50-54	Male	Donepezil	Belladonna	0
55-59	Male	Donepezil	Belladonna	0
60-64	Male	Donepezil	Belladonna	0
65-69	Male	Donepezil	Belladonna	0
70-74	Male	Donepezil	Belladonna	0
75-79	Male	Donepezil	Belladonna	0.000313185092389602
80-84	Male	Donepezil	Belladonna	0.000495294700346706
85-89	Male	Donepezil	Belladonna	0
>90	Male	Donepezil	Belladonna	0
