age_group	gender	name_i	name_j	patient
00-04	Male	Oxcarbazepine	Felodipine	1.29594111243585e-05
05-09	Male	Oxcarbazepine	Felodipine	0
10-14	Male	Oxcarbazepine	Felodipine	0
15-19	Male	Oxcarbazepine	Felodipine	0
20-24	Male	Oxcarbazepine	Felodipine	0
25-29	Male	Oxcarbazepine	Felodipine	0
30-34	Male	Oxcarbazepine	Felodipine	0
35-39	Male	Oxcarbazepine	Felodipine	0
40-44	Male	Oxcarbazepine	Felodipine	0
45-49	Male	Oxcarbazepine	Felodipine	2.03608347127799e-06
50-54	Male	Oxcarbazepine	Felodipine	4.40098229924919e-06
55-59	Male	Oxcarbazepine	Felodipine	0
60-64	Male	Oxcarbazepine	Felodipine	0
65-69	Male	Oxcarbazepine	Felodipine	0
70-74	Male	Oxcarbazepine	Felodipine	0
75-79	Male	Oxcarbazepine	Felodipine	3.50926445816957e-06
80-84	Male	Oxcarbazepine	Felodipine	0
85-89	Male	Oxcarbazepine	Felodipine	0
>90	Male	Oxcarbazepine	Felodipine	1.46996134001676e-05
