age_group	gender	name_i	name_j	patient
00-04	Male	Galantamine	Periciazine	0
05-09	Male	Galantamine	Periciazine	0
10-14	Male	Galantamine	Periciazine	0
15-19	Male	Galantamine	Periciazine	0
20-24	Male	Galantamine	Periciazine	0
25-29	Male	Galantamine	Periciazine	0
30-34	Male	Galantamine	Periciazine	0
35-39	Male	Galantamine	Periciazine	0
40-44	Male	Galantamine	Periciazine	0
45-49	Male	Galantamine	Periciazine	0
50-54	Male	Galantamine	Periciazine	0
55-59	Male	Galantamine	Periciazine	0
60-64	Male	Galantamine	Periciazine	0
65-69	Male	Galantamine	Periciazine	0
70-74	Male	Galantamine	Periciazine	0
75-79	Male	Galantamine	Periciazine	0
80-84	Male	Galantamine	Periciazine	4.49848625937372e-06
85-89	Male	Galantamine	Periciazine	0
>90	Male	Galantamine	Periciazine	0
