age_group	gender	name_i	name_j	patient
00-04	Male	Phenytoin	Prednisone	0
05-09	Male	Phenytoin	Prednisone	0
10-14	Male	Phenytoin	Prednisone	0
15-19	Male	Phenytoin	Prednisone	0
20-24	Male	Phenytoin	Prednisone	1.33436969379551e-05
25-29	Male	Phenytoin	Prednisone	8.06399587123411e-06
30-34	Male	Phenytoin	Prednisone	1.6890108730075e-05
35-39	Male	Phenytoin	Prednisone	1.84425964962755e-05
40-44	Male	Phenytoin	Prednisone	3.73402537270241e-05
45-49	Male	Phenytoin	Prednisone	5.49742537245057e-05
50-54	Male	Phenytoin	Prednisone	5.94132610398641e-05
55-59	Male	Phenytoin	Prednisone	7.27802037845706e-05
60-64	Male	Phenytoin	Prednisone	8.50232720841876e-05
65-69	Male	Phenytoin	Prednisone	9.79756120165764e-05
70-74	Male	Phenytoin	Prednisone	0.000118193530086163
75-79	Male	Phenytoin	Prednisone	0.000178972487366648
80-84	Male	Phenytoin	Prednisone	0.000296900093118666
85-89	Male	Phenytoin	Prednisone	0.000236838543781297
>90	Male	Phenytoin	Prednisone	0.000249893427802849
