age_group	gender	name_i	name_j	patient
00-04	Male	Trospium	Desloratadine	0
05-09	Male	Trospium	Desloratadine	0
10-14	Male	Trospium	Desloratadine	0
15-19	Male	Trospium	Desloratadine	0
20-24	Male	Trospium	Desloratadine	0
25-29	Male	Trospium	Desloratadine	0
30-34	Male	Trospium	Desloratadine	0
35-39	Male	Trospium	Desloratadine	1.84425964962755e-06
40-44	Male	Trospium	Desloratadine	0
45-49	Male	Trospium	Desloratadine	0
50-54	Male	Trospium	Desloratadine	0
55-59	Male	Trospium	Desloratadine	4.69549701835939e-06
60-64	Male	Trospium	Desloratadine	2.4292363452625e-06
65-69	Male	Trospium	Desloratadine	5.29597902792305e-06
70-74	Male	Trospium	Desloratadine	0
75-79	Male	Trospium	Desloratadine	7.01852891633914e-06
80-84	Male	Trospium	Desloratadine	4.49848625937372e-06
85-89	Male	Trospium	Desloratadine	0
>90	Male	Trospium	Desloratadine	0
