age_group	gender	name_i	name_j	patient
00-04	Male	Phenytoin	Estradiol	0
05-09	Male	Phenytoin	Estradiol	0
10-14	Male	Phenytoin	Estradiol	0
15-19	Male	Phenytoin	Estradiol	0
20-24	Male	Phenytoin	Estradiol	0
25-29	Male	Phenytoin	Estradiol	0
30-34	Male	Phenytoin	Estradiol	0
35-39	Male	Phenytoin	Estradiol	3.6885192992551e-06
40-44	Male	Phenytoin	Estradiol	1.8670126863512e-06
45-49	Male	Phenytoin	Estradiol	0
50-54	Male	Phenytoin	Estradiol	0
55-59	Male	Phenytoin	Estradiol	2.3477485091797e-06
60-64	Male	Phenytoin	Estradiol	0
65-69	Male	Phenytoin	Estradiol	0
70-74	Male	Phenytoin	Estradiol	0
75-79	Male	Phenytoin	Estradiol	0
80-84	Male	Phenytoin	Estradiol	0
85-89	Male	Phenytoin	Estradiol	0
>90	Male	Phenytoin	Estradiol	0
