age_group	gender	name_i	name_j	patient
00-04	Male	Lovastatin	Telithromycin	0
05-09	Male	Lovastatin	Telithromycin	0
10-14	Male	Lovastatin	Telithromycin	0
15-19	Male	Lovastatin	Telithromycin	0
20-24	Male	Lovastatin	Telithromycin	0
25-29	Male	Lovastatin	Telithromycin	0
30-34	Male	Lovastatin	Telithromycin	0
35-39	Male	Lovastatin	Telithromycin	0
40-44	Male	Lovastatin	Telithromycin	0
45-49	Male	Lovastatin	Telithromycin	0
50-54	Male	Lovastatin	Telithromycin	0
55-59	Male	Lovastatin	Telithromycin	0
60-64	Male	Lovastatin	Telithromycin	2.4292363452625e-06
65-69	Male	Lovastatin	Telithromycin	0
70-74	Male	Lovastatin	Telithromycin	0
75-79	Male	Lovastatin	Telithromycin	0
80-84	Male	Lovastatin	Telithromycin	0
85-89	Male	Lovastatin	Telithromycin	0
>90	Male	Lovastatin	Telithromycin	0
