age_group	gender	name_i	name_j	patient
00-04	Male	Nabumetone	Alendronic acid	0
05-09	Male	Nabumetone	Alendronic acid	0
10-14	Male	Nabumetone	Alendronic acid	0
15-19	Male	Nabumetone	Alendronic acid	0
20-24	Male	Nabumetone	Alendronic acid	0
25-29	Male	Nabumetone	Alendronic acid	0
30-34	Male	Nabumetone	Alendronic acid	0
35-39	Male	Nabumetone	Alendronic acid	0
40-44	Male	Nabumetone	Alendronic acid	0
45-49	Male	Nabumetone	Alendronic acid	0
50-54	Male	Nabumetone	Alendronic acid	0
55-59	Male	Nabumetone	Alendronic acid	0
60-64	Male	Nabumetone	Alendronic acid	0
65-69	Male	Nabumetone	Alendronic acid	0
70-74	Male	Nabumetone	Alendronic acid	0
75-79	Male	Nabumetone	Alendronic acid	0
80-84	Male	Nabumetone	Alendronic acid	0
85-89	Male	Nabumetone	Alendronic acid	0
>90	Male	Nabumetone	Alendronic acid	0
