age_group	gender	name_i	name_j	patient
00-04	Male	Alendronic acid	Oxaprozin	0
05-09	Male	Alendronic acid	Oxaprozin	0
10-14	Male	Alendronic acid	Oxaprozin	0
15-19	Male	Alendronic acid	Oxaprozin	0
20-24	Male	Alendronic acid	Oxaprozin	0
25-29	Male	Alendronic acid	Oxaprozin	0
30-34	Male	Alendronic acid	Oxaprozin	0
35-39	Male	Alendronic acid	Oxaprozin	0
40-44	Male	Alendronic acid	Oxaprozin	0
45-49	Male	Alendronic acid	Oxaprozin	0
50-54	Male	Alendronic acid	Oxaprozin	0
55-59	Male	Alendronic acid	Oxaprozin	0
60-64	Male	Alendronic acid	Oxaprozin	0
65-69	Male	Alendronic acid	Oxaprozin	0
70-74	Male	Alendronic acid	Oxaprozin	0
75-79	Male	Alendronic acid	Oxaprozin	0
80-84	Male	Alendronic acid	Oxaprozin	0
85-89	Male	Alendronic acid	Oxaprozin	0
>90	Male	Alendronic acid	Oxaprozin	0
