age_group	gender	name_i	name_j	patient
00-04	Male	Trospium	Potassium chloride	0
05-09	Male	Trospium	Potassium chloride	0
10-14	Male	Trospium	Potassium chloride	0
15-19	Male	Trospium	Potassium chloride	0
20-24	Male	Trospium	Potassium chloride	0
25-29	Male	Trospium	Potassium chloride	0
30-34	Male	Trospium	Potassium chloride	0
35-39	Male	Trospium	Potassium chloride	0
40-44	Male	Trospium	Potassium chloride	0
45-49	Male	Trospium	Potassium chloride	0
50-54	Male	Trospium	Potassium chloride	0
55-59	Male	Trospium	Potassium chloride	0
60-64	Male	Trospium	Potassium chloride	0
65-69	Male	Trospium	Potassium chloride	0
70-74	Male	Trospium	Potassium chloride	2.95483825215408e-06
75-79	Male	Trospium	Potassium chloride	0
80-84	Male	Trospium	Potassium chloride	4.49848625937372e-06
85-89	Male	Trospium	Potassium chloride	6.76681553660847e-06
>90	Male	Trospium	Potassium chloride	0
