age_group	gender	name_i	name_j	patient
00-04	Male	Dapsone	Calcium	0
05-09	Male	Dapsone	Calcium	0
10-14	Male	Dapsone	Calcium	0
15-19	Male	Dapsone	Calcium	0.00013933398355859
20-24	Male	Dapsone	Calcium	0
25-29	Male	Dapsone	Calcium	0
30-34	Male	Dapsone	Calcium	0
35-39	Male	Dapsone	Calcium	0
40-44	Male	Dapsone	Calcium	0
45-49	Male	Dapsone	Calcium	0.000137760022041604
50-54	Male	Dapsone	Calcium	0
55-59	Male	Dapsone	Calcium	0
60-64	Male	Dapsone	Calcium	0
65-69	Male	Dapsone	Calcium	0
70-74	Male	Dapsone	Calcium	0
75-79	Male	Dapsone	Calcium	0
80-84	Male	Dapsone	Calcium	0
85-89	Male	Dapsone	Calcium	0
>90	Male	Dapsone	Calcium	0
