age_group	gender	name_i	name_j	patient
00-04	Female	Butalbital	Estradiol	0
05-09	Female	Butalbital	Estradiol	0
10-14	Female	Butalbital	Estradiol	0
15-19	Female	Butalbital	Estradiol	0
20-24	Female	Butalbital	Estradiol	0
25-29	Female	Butalbital	Estradiol	0
30-34	Female	Butalbital	Estradiol	0
35-39	Female	Butalbital	Estradiol	0.000170053566873565
40-44	Female	Butalbital	Estradiol	0.000102270402945388
45-49	Female	Butalbital	Estradiol	0.000292511700468019
50-54	Female	Butalbital	Estradiol	0
55-59	Female	Butalbital	Estradiol	8.74737578726382e-05
60-64	Female	Butalbital	Estradiol	9.25411808254673e-05
65-69	Female	Butalbital	Estradiol	0.000112007168458781
70-74	Female	Butalbital	Estradiol	0
75-79	Female	Butalbital	Estradiol	0
80-84	Female	Butalbital	Estradiol	0
85-89	Female	Butalbital	Estradiol	0
>90	Female	Butalbital	Estradiol	0
