age_group	gender	name_i	name_j	patient
00-04	Male	Rifabutin	Atorvastatin	0
05-09	Male	Rifabutin	Atorvastatin	0
10-14	Male	Rifabutin	Atorvastatin	0
15-19	Male	Rifabutin	Atorvastatin	0
20-24	Male	Rifabutin	Atorvastatin	0
25-29	Male	Rifabutin	Atorvastatin	0
30-34	Male	Rifabutin	Atorvastatin	0
35-39	Male	Rifabutin	Atorvastatin	0
40-44	Male	Rifabutin	Atorvastatin	0
45-49	Male	Rifabutin	Atorvastatin	0
50-54	Male	Rifabutin	Atorvastatin	4.40098229924919e-06
55-59	Male	Rifabutin	Atorvastatin	0
60-64	Male	Rifabutin	Atorvastatin	0
65-69	Male	Rifabutin	Atorvastatin	2.64798951396152e-06
70-74	Male	Rifabutin	Atorvastatin	2.95483825215408e-06
75-79	Male	Rifabutin	Atorvastatin	3.50926445816957e-06
80-84	Male	Rifabutin	Atorvastatin	0
85-89	Male	Rifabutin	Atorvastatin	0
>90	Male	Rifabutin	Atorvastatin	0
